transaction_id,account_id,transaction_date,transaction_type,amount
TRX-0046207,ACC-000435,2023-11-12 14:00:00,Card Payment,-11.02
TRX-0035650,ACC-000435,2023-11-16 12:00:00,Card Payment,-28.17
TRX-0033802,ACC-000435,2023-11-28 20:00:00,Card Payment,-164.76
TRX-0002155,ACC-000435,2023-12-03 21:00:00,Salary Deposit,146.72
TRX-0020780,ACC-000435,2023-12-06 06:00:00,Card Payment,-98.22
TRX-0000802,ACC-000435,2023-12-14 17:00:00,ATM Withdrawal,-27.66
TRX-0027577,ACC-000435,2023-12-15 18:00:00,Card Payment,-2.98
TRX-0034763,ACC-000435,2023-12-17 07:00:00,Card Payment,-91.56
TRX-0009777,ACC-000435,2023-12-23 12:00:00,Card Payment,-100.75
TRX-0013295,ACC-000435,2023-12-23 15:00:00,Transfer Out,-203.17
TRX-0032959,ACC-000435,2023-12-31 21:00:00,Card Payment,-12.77
TRX-0016617,ACC-000436,2023-01-13 01:00:00,Salary Deposit,76.88
TRX-0016474,ACC-000436,2023-01-23 08:00:00,Card Payment,-203.18
TRX-0007630,ACC-000436,2023-01-24 16:00:00,Card Payment,-306.25
TRX-0048750,ACC-000436,2023-02-01 17:00:00,Transfer Out,-15.42
TRX-0049174,ACC-000436,2023-02-03 00:00:00,Card Payment,-478.69
TRX-0047281,ACC-000436,2023-02-06 07:00:00,Transfer In,156.75
TRX-0021998,ACC-000436,2023-02-13 18:00:00,Transfer Out,-22.35
TRX-0033815,ACC-000436,2023-02-13 23:00:00,Card Payment,-121.66
TRX-0034269,ACC-000436,2023-03-30 05:00:00,Transfer Out,-127.72
TRX-0039246,ACC-000436,2023-04-02 02:00:00,Salary Deposit,33.9
TRX-0040063,ACC-000436,2023-04-08 20:00:00,Transfer Out,-357.09
TRX-0029139,ACC-000436,2023-05-02 01:00:00,Transfer In,35.2
TRX-0023548,ACC-000436,2023-05-07 06:00:00,ATM Withdrawal,-178.07
TRX-0038545,ACC-000436,2023-05-14 11:00:00,Card Payment,-257.87
TRX-0014283,ACC-000436,2023-05-19 20:00:00,Card Payment,-15.93
TRX-0027560,ACC-000436,2023-05-21 13:00:00,ATM Withdrawal,-146.32
TRX-0022710,ACC-000436,2023-06-21 01:00:00,Card Payment,-178.53
TRX-0018128,ACC-000436,2023-07-03 12:00:00,Card Payment,-184.08
TRX-0042083,ACC-000436,2023-07-15 22:00:00,Card Payment,-53.59
TRX-0012784,ACC-000436,2023-07-18 20:00:00,Transfer In,73.62
TRX-0009463,ACC-000436,2023-07-25 18:00:00,Transfer Out,-64.58
TRX-0024092,ACC-000436,2023-07-26 13:00:00,Card Payment,-173.38
TRX-0002898,ACC-000436,2023-08-03 22:00:00,Card Payment,-127.56
TRX-0041819,ACC-000436,2023-08-08 04:00:00,Card Payment,-212.22
TRX-0019658,ACC-000436,2023-08-21 23:00:00,Card Payment,-202.78
TRX-0047079,ACC-000436,2023-08-31 18:00:00,Card Payment,-373.14
TRX-0049064,ACC-000436,2023-09-10 15:00:00,Card Payment,-320.64
TRX-0029478,ACC-000436,2023-09-11 03:00:00,Salary Deposit,67.75
TRX-0017392,ACC-000436,2023-10-12 23:00:00,Transfer In,149.61
TRX-0038953,ACC-000436,2023-10-16 15:00:00,Salary Deposit,199.11
TRX-0045529,ACC-000436,2023-10-28 03:00:00,Card Payment,-114.47
TRX-0023567,ACC-000436,2023-10-30 11:00:00,Card Payment,-397.8
TRX-0048129,ACC-000436,2023-11-02 15:00:00,Card Payment,-256.24
TRX-0005009,ACC-000436,2023-11-05 14:00:00,Transfer Out,-478.71
TRX-0048816,ACC-000436,2023-11-22 12:00:00,Transfer Out,-169.39
TRX-0031001,ACC-000436,2023-11-23 03:00:00,Card Payment,-69.92
TRX-0039515,ACC-000436,2023-11-24 15:00:00,Card Payment,-190.49
TRX-0017139,ACC-000436,2023-11-25 20:00:00,Card Payment,-145.15
TRX-0040535,ACC-000436,2023-11-30 06:00:00,Card Payment,-61.1
TRX-0038571,ACC-000436,2023-12-05 16:00:00,Transfer Out,-119.35
TRX-0026176,ACC-000436,2023-12-14 05:00:00,Card Payment,-131.09
TRX-0000388,ACC-000436,2023-12-19 19:00:00,Salary Deposit,42.04
TRX-0025106,ACC-000437,2023-01-04 05:00:00,Transfer Out,-118.11
TRX-0037476,ACC-000437,2023-01-06 14:00:00,ATM Withdrawal,-264.68
TRX-0038525,ACC-000437,2023-01-15 08:00:00,Salary Deposit,166.14
TRX-0048250,ACC-000437,2023-01-31 22:00:00,Transfer In,906.02
TRX-0041094,ACC-000437,2023-02-06 03:00:00,Salary Deposit,91.08
TRX-0009376,ACC-000437,2023-02-07 15:00:00,Salary Deposit,29.95
TRX-0015682,ACC-000437,2023-02-12 03:00:00,Card Payment,-112.81
TRX-0024736,ACC-000437,2023-03-01 23:00:00,Card Payment,-316.37
TRX-0046110,ACC-000437,2023-03-12 22:00:00,Salary Deposit,134.38
TRX-0004278,ACC-000437,2023-03-17 18:00:00,Card Payment,-315.56
TRX-0036384,ACC-000437,2023-03-18 07:00:00,ATM Withdrawal,-489.52
TRX-0039426,ACC-000437,2023-03-25 11:00:00,Salary Deposit,36.03
TRX-0041566,ACC-000437,2023-04-04 07:00:00,Transfer In,60.55
TRX-0005795,ACC-000437,2023-04-15 20:00:00,Transfer Out,-97.24
TRX-0046554,ACC-000437,2023-05-30 21:00:00,Salary Deposit,316.24
TRX-0015884,ACC-000437,2023-06-03 15:00:00,Transfer Out,-2.04
TRX-0017219,ACC-000437,2023-06-09 06:00:00,Card Payment,-70.81
TRX-0042925,ACC-000437,2023-06-14 22:00:00,Salary Deposit,15.62
TRX-0034577,ACC-000437,2023-07-02 22:00:00,Card Payment,-661.86
TRX-0038046,ACC-000437,2023-07-03 14:00:00,Transfer Out,-119.79
TRX-0031218,ACC-000437,2023-07-23 18:00:00,Card Payment,-381.74
TRX-0037741,ACC-000437,2023-07-29 00:00:00,Card Payment,-21.82
TRX-0038885,ACC-000437,2023-08-05 17:00:00,Salary Deposit,7.67
TRX-0018939,ACC-000437,2023-08-10 11:00:00,ATM Withdrawal,-2.09
TRX-0008742,ACC-000437,2023-09-04 22:00:00,Card Payment,-47.97
TRX-0023596,ACC-000437,2023-09-13 08:00:00,Transfer Out,-393.21
TRX-0009888,ACC-000437,2023-09-16 23:00:00,Transfer Out,-29.6
TRX-0045947,ACC-000437,2023-09-22 08:00:00,Card Payment,-1.59
TRX-0025166,ACC-000437,2023-09-23 05:00:00,Card Payment,-188.33
TRX-0004044,ACC-000437,2023-10-04 10:00:00,Fee,-220.91
TRX-0033659,ACC-000437,2023-10-05 18:00:00,Transfer In,37.6
TRX-0036102,ACC-000437,2023-10-08 22:00:00,Transfer Out,-297.06
TRX-0029044,ACC-000437,2023-10-13 03:00:00,Transfer In,2.91
TRX-0033476,ACC-000437,2023-11-04 16:00:00,Salary Deposit,41.72
TRX-0029630,ACC-000437,2023-11-05 12:00:00,Transfer In,275.21
TRX-0033620,ACC-000437,2023-11-21 02:00:00,Transfer In,27.72
TRX-0030596,ACC-000437,2023-11-24 02:00:00,Card Payment,-134.51
TRX-0043560,ACC-000437,2023-12-01 17:00:00,Card Payment,-92.12
TRX-0037033,ACC-000437,2023-12-29 06:00:00,Card Payment,-334.81
TRX-0028258,ACC-000438,2023-01-02 17:00:00,Card Payment,-389.12
TRX-0027390,ACC-000438,2023-01-11 20:00:00,ATM Withdrawal,-264.4
TRX-0046480,ACC-000438,2023-01-22 11:00:00,Salary Deposit,34.48
TRX-0031907,ACC-000438,2023-01-22 21:00:00,Salary Deposit,36.65
TRX-0011067,ACC-000438,2023-01-28 09:00:00,Card Payment,-14.6
TRX-0033569,ACC-000438,2023-02-10 04:00:00,Transfer Out,-243.3
TRX-0044820,ACC-000438,2023-02-11 21:00:00,Transfer In,442.45
TRX-0018836,ACC-000438,2023-02-12 08:00:00,Card Payment,-313.49
TRX-0011882,ACC-000438,2023-02-28 10:00:00,Card Payment,-6.83
TRX-0010231,ACC-000438,2023-03-01 14:00:00,Transfer Out,-52.06
TRX-0031538,ACC-000438,2023-03-14 03:00:00,Transfer Out,-101.36
TRX-0035867,ACC-000438,2023-03-14 22:00:00,Transfer Out,-70.28
TRX-0046850,ACC-000438,2023-03-16 20:00:00,Card Payment,-27.24
TRX-0037380,ACC-000438,2023-03-17 20:00:00,Card Payment,-106.19
TRX-0029820,ACC-000438,2023-04-17 07:00:00,Transfer Out,-207.98
TRX-0039986,ACC-000438,2023-04-27 03:00:00,Card Payment,-77.33
TRX-0020102,ACC-000438,2023-05-09 12:00:00,ATM Withdrawal,-189.79
TRX-0016159,ACC-000438,2023-05-18 20:00:00,Card Payment,-73.24
TRX-0022660,ACC-000438,2023-05-28 10:00:00,ATM Withdrawal,-636.44
TRX-0006705,ACC-000438,2023-05-29 07:00:00,Transfer Out,-163.46
TRX-0018489,ACC-000438,2023-06-02 07:00:00,Fee,-6.44
TRX-0021244,ACC-000438,2023-06-11 04:00:00,Card Payment,-41.37
TRX-0031157,ACC-000438,2023-06-17 18:00:00,Transfer In,124.21
TRX-0005974,ACC-000438,2023-06-23 02:00:00,Card Payment,-315.38
TRX-0019396,ACC-000438,2023-06-23 09:00:00,Transfer Out,-531.2
TRX-0015972,ACC-000438,2023-06-29 09:00:00,Transfer In,198.65
TRX-0031797,ACC-000438,2023-07-08 09:00:00,Card Payment,-43.83
TRX-0042363,ACC-000438,2023-07-13 15:00:00,Transfer In,14.38
TRX-0002551,ACC-000438,2023-07-17 18:00:00,ATM Withdrawal,-279.1
TRX-0014591,ACC-000438,2023-07-18 18:00:00,Card Payment,-11.09
TRX-0007965,ACC-000438,2023-07-19 12:00:00,Card Payment,-72.3
TRX-0047989,ACC-000438,2023-07-24 14:00:00,Card Payment,-2.41
TRX-0003493,ACC-000438,2023-07-31 20:00:00,Transfer In,44.2
TRX-0030346,ACC-000438,2023-08-02 09:00:00,Card Payment,-128.66
TRX-0030677,ACC-000438,2023-08-12 22:00:00,Transfer Out,-66.68
TRX-0040326,ACC-000438,2023-08-25 05:00:00,Card Payment,-146.2
TRX-0004727,ACC-000438,2023-08-28 08:00:00,Card Payment,-16.07
TRX-0027651,ACC-000438,2023-09-05 00:00:00,Card Payment,-826.76
TRX-0042432,ACC-000438,2023-09-10 13:00:00,Transfer In,183.47
TRX-0017778,ACC-000438,2023-09-14 05:00:00,Transfer Out,-174.07
TRX-0028062,ACC-000438,2023-09-30 09:00:00,Card Payment,-202.82
TRX-0027566,ACC-000438,2023-10-19 10:00:00,ATM Withdrawal,-4.71
TRX-0031109,ACC-000438,2023-10-24 12:00:00,Transfer In,338.06
TRX-0028532,ACC-000438,2023-10-28 04:00:00,Salary Deposit,1.93
TRX-0012790,ACC-000438,2023-11-02 01:00:00,Card Payment,-88.09
TRX-0031472,ACC-000438,2023-11-06 04:00:00,Card Payment,-719.42
TRX-0032583,ACC-000438,2023-11-06 12:00:00,Card Payment,-42.48
TRX-0014800,ACC-000438,2023-11-22 04:00:00,Card Payment,-58.01
TRX-0043944,ACC-000438,2023-12-27 20:00:00,Card Payment,-70.83
TRX-0003615,ACC-000439,2023-01-16 03:00:00,Transfer Out,-137.49
TRX-0049604,ACC-000439,2023-01-23 00:00:00,Card Payment,-324.38
TRX-0009546,ACC-000439,2023-01-24 20:00:00,Transfer Out,-61.66
TRX-0004361,ACC-000439,2023-02-08 10:00:00,Card Payment,-96.32
TRX-0028225,ACC-000439,2023-03-29 09:00:00,Transfer Out,-27.66
TRX-0016972,ACC-000439,2023-04-10 03:00:00,ATM Withdrawal,-321.27
TRX-0003335,ACC-000439,2023-04-29 06:00:00,Card Payment,-8.78
TRX-0026831,ACC-000439,2023-05-08 18:00:00,Fee,-253.98
TRX-0042556,ACC-000439,2023-05-30 15:00:00,Card Payment,-312.85
TRX-0027766,ACC-000439,2023-06-01 01:00:00,Transfer Out,-57.72
TRX-0036178,ACC-000439,2023-06-06 00:00:00,Transfer In,45.56
TRX-0034496,ACC-000439,2023-06-18 06:00:00,Transfer In,259.75
TRX-0028896,ACC-000439,2023-06-18 19:00:00,Salary Deposit,55.83
TRX-0016985,ACC-000439,2023-06-29 08:00:00,Card Payment,-43.98
TRX-0014341,ACC-000439,2023-08-02 04:00:00,Card Payment,-358.36
TRX-0042522,ACC-000439,2023-08-13 02:00:00,Transfer In,176.3
TRX-0014958,ACC-000439,2023-08-13 17:00:00,Transfer In,45.07
TRX-0006161,ACC-000439,2023-09-08 18:00:00,ATM Withdrawal,-71.42
TRX-0029517,ACC-000439,2023-09-26 02:00:00,Transfer Out,-127.36
TRX-0022470,ACC-000439,2023-09-30 04:00:00,Card Payment,-114.98
TRX-0022515,ACC-000439,2023-10-02 17:00:00,Transfer Out,-1.51
TRX-0001042,ACC-000439,2023-10-04 05:00:00,Transfer In,414.19
TRX-0008629,ACC-000439,2023-10-07 20:00:00,Card Payment,-122.66
TRX-0036929,ACC-000439,2023-10-17 04:00:00,Transfer In,145.45
TRX-0032738,ACC-000439,2023-10-19 03:00:00,Transfer In,183.18
TRX-0035862,ACC-000439,2023-10-21 01:00:00,Card Payment,-180.65
TRX-0011098,ACC-000439,2023-10-28 13:00:00,Transfer Out,-85.48
TRX-0027000,ACC-000439,2023-10-30 02:00:00,Salary Deposit,60.12
TRX-0004963,ACC-000439,2023-11-03 08:00:00,Transfer In,164.75
TRX-0004111,ACC-000439,2023-11-07 12:00:00,Card Payment,-67.0
TRX-0028819,ACC-000439,2023-11-13 01:00:00,Card Payment,-37.25
TRX-0002115,ACC-000439,2023-11-17 13:00:00,Card Payment,-165.99
TRX-0032422,ACC-000439,2023-11-25 15:00:00,ATM Withdrawal,-78.06
TRX-0023581,ACC-000439,2023-12-08 04:00:00,Transfer Out,-59.47
TRX-0045045,ACC-000439,2023-12-28 11:00:00,Transfer Out,-34.77
TRX-0001865,ACC-000439,2023-12-31 13:00:00,Transfer In,315.58
TRX-0010723,ACC-000440,2023-01-29 22:00:00,Salary Deposit,24.92
TRX-0008886,ACC-000440,2023-02-02 22:00:00,Salary Deposit,233.99
TRX-0041494,ACC-000440,2023-02-05 20:00:00,Card Payment,-60.77
TRX-0019971,ACC-000440,2023-02-09 03:00:00,ATM Withdrawal,-49.81
TRX-0020892,ACC-000440,2023-03-04 16:00:00,Transfer Out,-300.69
TRX-0026852,ACC-000440,2023-03-18 07:00:00,Transfer In,11.94
TRX-0037996,ACC-000440,2023-03-22 16:00:00,Fee,-768.4
TRX-0041795,ACC-000440,2023-03-24 01:00:00,Card Payment,-173.37
TRX-0008704,ACC-000440,2023-04-09 16:00:00,ATM Withdrawal,-177.51
TRX-0031200,ACC-000440,2023-04-14 19:00:00,ATM Withdrawal,-236.12
TRX-0001860,ACC-000440,2023-05-07 03:00:00,Salary Deposit,52.07
TRX-0046050,ACC-000440,2023-05-25 22:00:00,Transfer Out,-102.24
TRX-0009881,ACC-000440,2023-05-30 05:00:00,ATM Withdrawal,-419.84
TRX-0026391,ACC-000440,2023-06-11 16:00:00,Card Payment,-112.17
TRX-0046945,ACC-000440,2023-06-16 16:00:00,Transfer In,126.15
TRX-0007301,ACC-000440,2023-06-20 15:00:00,Transfer Out,-171.44
TRX-0005725,ACC-000440,2023-07-19 14:00:00,Card Payment,-282.49
TRX-0040233,ACC-000440,2023-08-13 07:00:00,Fee,-416.39
TRX-0034590,ACC-000440,2023-08-13 17:00:00,Card Payment,-701.5
TRX-0013310,ACC-000440,2023-08-26 21:00:00,Card Payment,-362.08
TRX-0006765,ACC-000440,2023-08-29 04:00:00,Card Payment,-670.11
TRX-0030404,ACC-000440,2023-08-30 20:00:00,Transfer In,584.7
TRX-0040752,ACC-000440,2023-09-05 00:00:00,Transfer Out,-123.19
TRX-0019914,ACC-000440,2023-09-05 18:00:00,ATM Withdrawal,-485.53
TRX-0047717,ACC-000440,2023-10-15 05:00:00,Transfer In,232.99
TRX-0037445,ACC-000440,2023-10-15 16:00:00,Card Payment,-286.54
TRX-0041364,ACC-000440,2023-10-22 11:00:00,Salary Deposit,130.65
TRX-0048214,ACC-000440,2023-11-04 01:00:00,Transfer Out,-358.35
TRX-0031072,ACC-000440,2023-11-22 16:00:00,Transfer Out,-413.37
TRX-0048041,ACC-000440,2023-12-09 15:00:00,ATM Withdrawal,-73.47
TRX-0049441,ACC-000440,2023-12-16 02:00:00,Fee,-119.93
TRX-0001768,ACC-000440,2023-12-28 01:00:00,Transfer Out,-67.87
TRX-0011310,ACC-000440,2023-12-28 06:00:00,Fee,-41.39
TRX-0013968,ACC-000441,2023-01-09 19:00:00,Card Payment,-234.93
TRX-0003368,ACC-000441,2023-01-21 11:00:00,Card Payment,-96.61
TRX-0028099,ACC-000441,2023-01-29 04:00:00,Transfer Out,-44.81
TRX-0049040,ACC-000441,2023-02-04 06:00:00,Card Payment,-3.74
TRX-0039707,ACC-000441,2023-02-06 23:00:00,Transfer In,304.03
TRX-0029721,ACC-000441,2023-02-13 18:00:00,Transfer In,144.99
TRX-0007747,ACC-000441,2023-02-20 21:00:00,Transfer In,64.73
TRX-0004533,ACC-000441,2023-02-28 01:00:00,Card Payment,-79.52
TRX-0001656,ACC-000441,2023-02-28 23:00:00,Salary Deposit,14.87
TRX-0040561,ACC-000441,2023-03-13 21:00:00,ATM Withdrawal,-99.33
TRX-0040493,ACC-000441,2023-03-14 17:00:00,Transfer In,243.4
TRX-0033708,ACC-000441,2023-03-26 22:00:00,Card Payment,-39.65
TRX-0041316,ACC-000441,2023-04-09 05:00:00,Transfer Out,-152.08
TRX-0008457,ACC-000441,2023-04-12 14:00:00,Card Payment,-40.2
TRX-0043572,ACC-000441,2023-04-17 19:00:00,Transfer Out,-292.27
TRX-0018348,ACC-000441,2023-04-22 21:00:00,Card Payment,-585.89
TRX-0011559,ACC-000441,2023-05-11 20:00:00,Transfer Out,-219.66
TRX-0009144,ACC-000441,2023-05-18 22:00:00,Transfer Out,-1.83
TRX-0011052,ACC-000441,2023-05-19 19:00:00,ATM Withdrawal,-36.7
TRX-0012153,ACC-000441,2023-05-19 22:00:00,Salary Deposit,212.07
TRX-0021361,ACC-000441,2023-05-20 01:00:00,Transfer Out,-208.66
TRX-0032247,ACC-000441,2023-05-20 21:00:00,ATM Withdrawal,-0.13
TRX-0029610,ACC-000441,2023-06-21 17:00:00,Card Payment,-187.45
TRX-0045971,ACC-000441,2023-06-26 02:00:00,ATM Withdrawal,-473.65
TRX-0046556,ACC-000441,2023-06-26 02:00:00,Card Payment,-7.74
TRX-0022803,ACC-000441,2023-07-11 04:00:00,Card Payment,-5.22
TRX-0035031,ACC-000441,2023-07-14 15:00:00,Card Payment,-42.31
TRX-0016490,ACC-000441,2023-07-15 06:00:00,Salary Deposit,15.79
TRX-0004813,ACC-000441,2023-07-16 20:00:00,Transfer In,22.57
TRX-0049148,ACC-000441,2023-07-24 17:00:00,Transfer In,115.36
TRX-0042771,ACC-000441,2023-08-16 07:00:00,Card Payment,-19.59
TRX-0001675,ACC-000441,2023-08-24 22:00:00,Card Payment,-170.66
TRX-0030130,ACC-000441,2023-09-07 05:00:00,Transfer In,26.03
TRX-0008699,ACC-000441,2023-09-08 14:00:00,Card Payment,-67.2
TRX-0031684,ACC-000441,2023-09-20 20:00:00,Card Payment,-85.45
TRX-0043218,ACC-000441,2023-10-02 15:00:00,Transfer Out,-144.32
TRX-0044570,ACC-000441,2023-10-03 00:00:00,Transfer Out,-17.79
TRX-0034537,ACC-000441,2023-10-07 00:00:00,Transfer Out,-72.01
TRX-0008949,ACC-000441,2023-11-07 14:00:00,Transfer Out,-15.16
TRX-0015305,ACC-000441,2023-11-11 19:00:00,Transfer In,122.4
TRX-0049623,ACC-000441,2023-11-15 04:00:00,Salary Deposit,12.2
TRX-0033746,ACC-000441,2023-11-16 06:00:00,Transfer In,308.14
TRX-0012333,ACC-000441,2023-11-24 04:00:00,Card Payment,-14.33
TRX-0020500,ACC-000441,2023-11-28 13:00:00,Salary Deposit,13.77
TRX-0038435,ACC-000441,2023-12-11 19:00:00,Salary Deposit,133.64
TRX-0013784,ACC-000441,2023-12-13 16:00:00,Card Payment,-68.92
TRX-0039867,ACC-000441,2023-12-24 22:00:00,ATM Withdrawal,-2.81
TRX-0016000,ACC-000441,2023-12-25 02:00:00,Salary Deposit,623.75
TRX-0045889,ACC-000442,2023-01-08 01:00:00,Transfer Out,-300.59
TRX-0034722,ACC-000442,2023-02-09 01:00:00,Fee,-15.6
TRX-0002408,ACC-000442,2023-02-09 21:00:00,Card Payment,-22.69
TRX-0029354,ACC-000442,2023-02-13 00:00:00,Card Payment,-316.58
TRX-0036301,ACC-000442,2023-02-14 03:00:00,Salary Deposit,144.12
TRX-0029729,ACC-000442,2023-03-01 02:00:00,Card Payment,-183.01
TRX-0005364,ACC-000442,2023-03-22 03:00:00,Salary Deposit,190.93
TRX-0003338,ACC-000442,2023-03-24 16:00:00,Card Payment,-134.27
TRX-0007821,ACC-000442,2023-03-25 00:00:00,Card Payment,-50.93
TRX-0025575,ACC-000442,2023-03-27 03:00:00,ATM Withdrawal,-296.33
TRX-0034136,ACC-000442,2023-03-30 13:00:00,Transfer In,93.99
TRX-0029064,ACC-000442,2023-03-31 23:00:00,Card Payment,-486.54
TRX-0049647,ACC-000442,2023-04-01 14:00:00,Card Payment,-191.99
TRX-0005403,ACC-000442,2023-04-04 00:00:00,Salary Deposit,91.24
TRX-0035335,ACC-000442,2023-04-18 18:00:00,ATM Withdrawal,-15.57
TRX-0035486,ACC-000442,2023-04-28 15:00:00,Salary Deposit,170.1
TRX-0023369,ACC-000442,2023-04-28 20:00:00,ATM Withdrawal,-1.61
TRX-0015437,ACC-000442,2023-05-21 00:00:00,Transfer In,32.3
TRX-0033358,ACC-000442,2023-05-22 04:00:00,ATM Withdrawal,-507.83
TRX-0029673,ACC-000442,2023-05-27 16:00:00,Card Payment,-1.1
TRX-0002706,ACC-000442,2023-06-13 11:00:00,Transfer Out,-122.44
TRX-0036918,ACC-000442,2023-06-14 10:00:00,Card Payment,-296.17
TRX-0029142,ACC-000442,2023-06-17 21:00:00,Transfer Out,-132.86
TRX-0034016,ACC-000442,2023-06-27 23:00:00,Transfer Out,-184.28
TRX-0001972,ACC-000442,2023-07-17 03:00:00,Card Payment,-673.51
TRX-0008843,ACC-000442,2023-08-22 16:00:00,Card Payment,-256.38
TRX-0019041,ACC-000442,2023-08-28 00:00:00,Card Payment,-110.84
TRX-0009839,ACC-000442,2023-08-30 18:00:00,Transfer Out,-25.2
TRX-0014323,ACC-000442,2023-09-11 07:00:00,Card Payment,-37.18
TRX-0020005,ACC-000442,2023-09-27 02:00:00,Card Payment,-1.54
TRX-0028253,ACC-000442,2023-10-03 19:00:00,Transfer In,52.73
TRX-0005231,ACC-000442,2023-10-13 16:00:00,Transfer Out,-418.02
TRX-0030880,ACC-000442,2023-11-06 14:00:00,Card Payment,-116.14
TRX-0049810,ACC-000442,2023-11-17 06:00:00,Card Payment,-99.97
TRX-0029532,ACC-000442,2023-11-24 03:00:00,Salary Deposit,216.77
TRX-0037900,ACC-000442,2023-11-25 00:00:00,ATM Withdrawal,-156.74
TRX-0037322,ACC-000442,2023-12-09 03:00:00,Card Payment,-245.07
TRX-0035988,ACC-000442,2023-12-13 20:00:00,Card Payment,-357.07
TRX-0041066,ACC-000442,2023-12-20 05:00:00,Transfer In,75.22
TRX-0047389,ACC-000442,2023-12-26 04:00:00,Transfer Out,-55.65
TRX-0012661,ACC-000443,2023-01-01 05:00:00,Transfer In,649.58
TRX-0025363,ACC-000443,2023-01-13 12:00:00,ATM Withdrawal,-36.04
TRX-0034726,ACC-000443,2023-01-19 01:00:00,Card Payment,-59.63
TRX-0010667,ACC-000443,2023-01-23 13:00:00,Card Payment,-31.73
TRX-0049902,ACC-000443,2023-02-01 10:00:00,Transfer Out,-183.64
TRX-0000378,ACC-000443,2023-03-10 03:00:00,Transfer In,42.14
TRX-0007802,ACC-000443,2023-03-24 18:00:00,Fee,-24.24
TRX-0029328,ACC-000443,2023-04-06 07:00:00,Salary Deposit,60.77
TRX-0024798,ACC-000443,2023-04-07 03:00:00,Card Payment,-7.65
TRX-0006433,ACC-000443,2023-04-17 09:00:00,Card Payment,-273.72
TRX-0014486,ACC-000443,2023-05-05 07:00:00,Fee,-345.09
TRX-0044085,ACC-000443,2023-05-05 17:00:00,ATM Withdrawal,-425.93
TRX-0023460,ACC-000443,2023-05-20 15:00:00,Card Payment,-5.17
TRX-0005149,ACC-000443,2023-05-21 21:00:00,Transfer Out,-60.88
TRX-0036879,ACC-000443,2023-05-30 00:00:00,Transfer Out,-63.52
TRX-0032771,ACC-000443,2023-05-31 00:00:00,ATM Withdrawal,-253.06
TRX-0017773,ACC-000443,2023-06-10 04:00:00,Transfer Out,-264.06
TRX-0001382,ACC-000443,2023-06-13 02:00:00,Salary Deposit,51.26
TRX-0040583,ACC-000443,2023-06-14 20:00:00,Salary Deposit,23.22
TRX-0013959,ACC-000443,2023-06-29 12:00:00,Card Payment,-263.27
TRX-0036188,ACC-000443,2023-07-03 01:00:00,Card Payment,-94.46
TRX-0046801,ACC-000443,2023-07-10 04:00:00,Card Payment,-46.99
TRX-0018256,ACC-000443,2023-08-10 16:00:00,Salary Deposit,394.62
TRX-0009209,ACC-000443,2023-08-13 15:00:00,ATM Withdrawal,-38.88
TRX-0016041,ACC-000443,2023-08-18 08:00:00,Card Payment,-72.71
TRX-0005774,ACC-000443,2023-08-23 05:00:00,Fee,-29.8
TRX-0012408,ACC-000443,2023-08-24 12:00:00,Card Payment,-32.6
TRX-0043480,ACC-000443,2023-08-27 09:00:00,ATM Withdrawal,-72.43
TRX-0023043,ACC-000443,2023-08-27 17:00:00,ATM Withdrawal,-95.99
TRX-0037798,ACC-000443,2023-09-04 12:00:00,Fee,-30.62
TRX-0022304,ACC-000443,2023-09-05 00:00:00,Card Payment,-854.0
TRX-0031121,ACC-000443,2023-09-10 03:00:00,Card Payment,-101.3
TRX-0006394,ACC-000443,2023-10-06 01:00:00,Transfer In,196.21
TRX-0034882,ACC-000443,2023-10-21 16:00:00,Transfer In,67.38
TRX-0004481,ACC-000443,2023-10-23 15:00:00,Card Payment,-246.24
TRX-0002766,ACC-000443,2023-11-29 10:00:00,Card Payment,-67.38
TRX-0045643,ACC-000443,2023-12-15 14:00:00,Transfer Out,-476.38
TRX-0042156,ACC-000443,2023-12-20 12:00:00,ATM Withdrawal,-170.02
TRX-0037938,ACC-000443,2023-12-22 08:00:00,Card Payment,-140.16
TRX-0040665,ACC-000443,2023-12-25 07:00:00,Transfer In,424.52
TRX-0022901,ACC-000444,2023-01-14 20:00:00,Card Payment,-277.35
TRX-0007904,ACC-000444,2023-01-21 17:00:00,Transfer Out,-26.65
TRX-0008805,ACC-000444,2023-01-22 08:00:00,Card Payment,-18.15
TRX-0004300,ACC-000444,2023-01-24 02:00:00,Card Payment,-39.01
TRX-0024059,ACC-000444,2023-02-06 04:00:00,Card Payment,-19.89
TRX-0038165,ACC-000444,2023-02-10 22:00:00,Fee,-55.22
TRX-0018609,ACC-000444,2023-02-11 03:00:00,Card Payment,-17.6
TRX-0010060,ACC-000444,2023-02-11 12:00:00,Card Payment,-237.12
TRX-0002133,ACC-000444,2023-02-22 00:00:00,ATM Withdrawal,-98.96
TRX-0038154,ACC-000444,2023-03-10 10:00:00,Card Payment,-150.64
TRX-0015791,ACC-000444,2023-03-12 10:00:00,Transfer In,69.38
TRX-0024023,ACC-000444,2023-03-30 15:00:00,Fee,-116.94
TRX-0013155,ACC-000444,2023-04-17 17:00:00,Fee,-338.0
TRX-0020146,ACC-000444,2023-04-17 18:00:00,ATM Withdrawal,-16.6
TRX-0012045,ACC-000444,2023-04-27 01:00:00,Card Payment,-150.34
