account_id,customer_id,account_type,status,open_date
ACC-000994,CUST-00844,Checking,Active,2021-12-29
ACC-000995,CUST-00845,Savings,Active,2021-09-15
ACC-000996,CUST-00846,Savings,Active,2022-09-12
ACC-000997,CUST-00847,Checking,Active,2020-08-05
ACC-000998,CUST-00848,Savings,Active,2020-12-11
ACC-000999,CUST-00848,Savings,Active,2022-10-16
ACC-001000,CUST-00849,Savings,Active,2020-09-21
ACC-001001,CUST-00849,Checking,Active,2021-05-07
ACC-001002,CUST-00850,Checking,Active,2020-06-30
ACC-001003,CUST-00851,Checking,Active,2021-12-23
ACC-001004,CUST-00851,Checking,Active,2021-05-08
ACC-001005,CUST-00852,Checking,Active,2021-07-28
ACC-001006,CUST-00853,Checking,Active,2022-05-02
ACC-001007,CUST-00854,Savings,Active,2022-07-16
ACC-001008,CUST-00854,Savings,Active,2022-07-22
ACC-001009,CUST-00855,Savings,Active,2020-04-16
ACC-001010,CUST-00856,Savings,Closed,2022-11-21
ACC-001011,CUST-00857,Checking,Active,2021-12-19
ACC-001012,CUST-00858,Checking,Active,2020-10-13
ACC-001013,CUST-00859,Checking,Active,2022-11-15
ACC-001014,CUST-00860,Checking,Active,2020-04-15
ACC-001015,CUST-00861,Savings,Active,2022-04-07
ACC-001016,CUST-00862,Checking,Active,2021-12-10
ACC-001017,CUST-00863,Checking,Active,2021-07-21
ACC-001018,CUST-00864,Savings,Active,2021-11-12
ACC-001019,CUST-00865,Savings,Active,2021-08-26
ACC-001020,CUST-00866,Checking,Active,2021-10-08
ACC-001021,CUST-00866,Checking,Active,2021-03-14
ACC-001022,CUST-00867,Checking,Active,2021-04-25
ACC-001023,CUST-00868,Checking,Active,2020-09-23
ACC-001024,CUST-00869,Checking,Active,2021-08-29
ACC-001025,CUST-00870,Checking,Active,2022-12-10
ACC-001026,CUST-00871,Checking,Active,2022-08-17
ACC-001027,CUST-00872,Checking,Active,2022-11-05
ACC-001028,CUST-00873,Savings,Active,2021-11-12
ACC-001029,CUST-00874,Checking,Active,2020-12-26
ACC-001030,CUST-00875,Savings,Closed,2022-05-25
ACC-001031,CUST-00876,Savings,Active,2022-07-11
ACC-001032,CUST-00877,Checking,Active,2021-05-15
ACC-001033,CUST-00878,Checking,Active,2022-04-06
ACC-001034,CUST-00878,Checking,Active,2020-06-01
ACC-001035,CUST-00879,Checking,Active,2021-12-03
ACC-001036,CUST-00880,Checking,Active,2020-06-14
ACC-001037,CUST-00881,Checking,Active,2022-09-25
ACC-001038,CUST-00882,Savings,Active,2020-07-17
ACC-001039,CUST-00883,Checking,Active,2021-08-26
ACC-001040,CUST-00884,Savings,Active,2022-12-31
ACC-001041,CUST-00885,Savings,Active,2021-07-16
ACC-001042,CUST-00885,Checking,Active,2021-01-17
ACC-001043,CUST-00886,Checking,Active,2020-10-15
ACC-001044,CUST-00887,Checking,Active,2020-06-16
ACC-001045,CUST-00888,Checking,Active,2022-08-17
ACC-001046,CUST-00889,Savings,Closed,2022-10-08
ACC-001047,CUST-00890,Savings,Active,2022-06-22
ACC-001048,CUST-00891,Savings,Active,2021-07-15
ACC-001049,CUST-00892,Checking,Active,2021-01-27
ACC-001050,CUST-00893,Checking,Active,2021-10-22
ACC-001051,CUST-00893,Checking,Active,2020-08-09
ACC-001052,CUST-00894,Checking,Active,2021-02-04
ACC-001053,CUST-00895,Checking,Active,2021-06-10
ACC-001054,CUST-00896,Checking,Active,2022-04-17
ACC-001055,CUST-00897,Checking,Active,2021-11-20
ACC-001056,CUST-00897,Savings,Active,2021-02-25
ACC-001057,CUST-00898,Checking,Active,2020-05-04
ACC-001058,CUST-00899,Checking,Active,2022-01-20
ACC-001059,CUST-00900,Checking,Active,2022-11-09
ACC-001060,CUST-00900,Checking,Closed,2022-12-27
ACC-001061,CUST-00901,Savings,Active,2021-04-27
ACC-001062,CUST-00901,Checking,Active,2022-05-19
ACC-001063,CUST-00902,Checking,Active,2020-05-23
ACC-001064,CUST-00903,Checking,Active,2021-01-03
ACC-001065,CUST-00903,Savings,Active,2020-10-31
ACC-001066,CUST-00904,Checking,Active,2022-06-09
ACC-001067,CUST-00904,Savings,Closed,2021-07-20
ACC-001068,CUST-00905,Checking,Active,2021-07-22
ACC-001069,CUST-00906,Checking,Active,2021-12-29
ACC-001070,CUST-00907,Checking,Active,2022-03-25
ACC-001071,CUST-00908,Checking,Active,2021-05-11
ACC-001072,CUST-00909,Checking,Active,2020-06-04
ACC-001073,CUST-00910,Checking,Active,2020-06-09
ACC-001074,CUST-00911,Checking,Active,2022-05-15
ACC-001075,CUST-00912,Checking,Closed,2021-05-23
ACC-001076,CUST-00913,Checking,Active,2021-06-08
ACC-001077,CUST-00914,Checking,Closed,2020-10-01
ACC-001078,CUST-00915,Checking,Active,2020-10-11
ACC-001079,CUST-00916,Checking,Closed,2021-06-04
ACC-001080,CUST-00917,Checking,Active,2020-10-29
ACC-001081,CUST-00918,Checking,Active,2022-12-04
ACC-001082,CUST-00919,Checking,Active,2020-10-16
ACC-001083,CUST-00920,Checking,Active,2022-02-12
ACC-001084,CUST-00920,Checking,Active,2021-07-02
ACC-001085,CUST-00921,Savings,Active,2022-09-28
ACC-001086,CUST-00922,Savings,Active,2021-06-13
ACC-001087,CUST-00923,Checking,Active,2020-06-30
ACC-001088,CUST-00923,Checking,Active,2020-11-28
ACC-001089,CUST-00924,Savings,Active,2022-06-11
ACC-001090,CUST-00925,Checking,Active,2022-05-12
ACC-001091,CUST-00926,Checking,Active,2022-07-26
ACC-001092,CUST-00927,Checking,Active,2020-04-28
ACC-001093,CUST-00928,Checking,Active,2021-06-26
ACC-001094,CUST-00929,Savings,Active,2022-02-13
ACC-001095,CUST-00929,Checking,Frozen,2020-06-27
ACC-001096,CUST-00930,Checking,Active,2020-11-10
ACC-001097,CUST-00931,Checking,Active,2021-05-21
ACC-001098,CUST-00931,Checking,Active,2021-10-25
ACC-001099,CUST-00932,Checking,Active,2021-11-24
ACC-001100,CUST-00933,Savings,Active,2022-08-31
ACC-001101,CUST-00933,Checking,Active,2021-01-26
ACC-001102,CUST-00934,Checking,Active,2022-09-20
ACC-001103,CUST-00935,Checking,Active,2021-06-19
ACC-001104,CUST-00936,Checking,Closed,2022-01-15
ACC-001105,CUST-00937,Checking,Active,2021-01-14
ACC-001106,CUST-00938,Checking,Active,2021-09-27
ACC-001107,CUST-00939,Checking,Active,2022-05-12
ACC-001108,CUST-00940,Savings,Active,2021-06-12
ACC-001109,CUST-00940,Checking,Active,2022-08-05
ACC-001110,CUST-00941,Savings,Active,2022-12-23
ACC-001111,CUST-00941,Checking,Active,2020-07-01
ACC-001112,CUST-00942,Checking,Active,2020-10-19
ACC-001113,CUST-00942,Checking,Active,2020-08-05
ACC-001114,CUST-00943,Checking,Active,2022-11-01
ACC-001115,CUST-00944,Checking,Active,2022-09-25
ACC-001116,CUST-00945,Checking,Active,2021-06-07
ACC-001117,CUST-00946,Savings,Active,2021-11-06
ACC-001118,CUST-00947,Savings,Closed,2022-06-12
ACC-001119,CUST-00948,Checking,Active,2020-10-24
ACC-001120,CUST-00949,Checking,Active,2020-10-30
ACC-001121,CUST-00950,Savings,Active,2022-03-14
ACC-001122,CUST-00951,Savings,Active,2021-03-17
ACC-001123,CUST-00952,Checking,Active,2021-05-26
ACC-001124,CUST-00952,Checking,Closed,2022-10-12
ACC-001125,CUST-00953,Checking,Active,2022-03-09
ACC-001126,CUST-00954,Checking,Active,2020-07-07
ACC-001127,CUST-00955,Savings,Active,2021-05-10
ACC-001128,CUST-00956,Checking,Active,2020-08-10
ACC-001129,CUST-00957,Savings,Active,2020-05-13
ACC-001130,CUST-00958,Savings,Active,2021-11-21
ACC-001131,CUST-00959,Checking,Active,2021-06-19
ACC-001132,CUST-00960,Savings,Active,2022-10-08
ACC-001133,CUST-00961,Checking,Active,2020-05-23
ACC-001134,CUST-00962,Checking,Active,2022-03-17
ACC-001135,CUST-00962,Checking,Active,2021-07-11
ACC-001136,CUST-00963,Checking,Active,2020-08-03
ACC-001137,CUST-00963,Savings,Active,2021-09-10
ACC-001138,CUST-00964,Checking,Active,2021-10-03
ACC-001139,CUST-00964,Checking,Closed,2021-06-28
ACC-001140,CUST-00965,Checking,Active,2021-03-21
ACC-001141,CUST-00966,Checking,Active,2021-07-04
ACC-001142,CUST-00966,Checking,Active,2021-06-28
ACC-001143,CUST-00967,Checking,Active,2021-11-05
ACC-001144,CUST-00968,Checking,Active,2020-09-19
ACC-001145,CUST-00969,Checking,Active,2021-07-03
ACC-001146,CUST-00970,Savings,Closed,2021-08-31
ACC-001147,CUST-00971,Savings,Active,2021-04-30
ACC-001148,CUST-00972,Checking,Active,2021-11-06
ACC-001149,CUST-00973,Checking,Active,2020-12-30
ACC-001150,CUST-00973,Savings,Active,2021-12-10
ACC-001151,CUST-00974,Checking,Active,2021-07-21
ACC-001152,CUST-00975,Savings,Active,2021-01-30
ACC-001153,CUST-00976,Checking,Active,2022-04-01
ACC-001154,CUST-00977,Savings,Active,2022-03-11
ACC-001155,CUST-00978,Checking,Active,2021-01-14
ACC-001156,CUST-00979,Checking,Active,2022-11-12
ACC-001157,CUST-00980,Checking,Closed,2022-03-19
ACC-001158,CUST-00980,Checking,Active,2020-12-18
ACC-001159,CUST-00981,Checking,Active,2022-05-24
ACC-001160,CUST-00982,Checking,Active,2021-12-17
ACC-001161,CUST-00983,Savings,Active,2020-08-21
ACC-001162,CUST-00984,Checking,Active,2021-11-26
ACC-001163,CUST-00985,Checking,Active,2020-08-23
ACC-001164,CUST-00986,Checking,Active,2020-04-09
ACC-001165,CUST-00987,Checking,Active,2021-10-05
ACC-001166,CUST-00988,Savings,Active,2020-12-10
ACC-001167,CUST-00989,Checking,Frozen,2021-09-04
ACC-001168,CUST-00990,Savings,Closed,2022-07-23
ACC-001169,CUST-00991,Checking,Closed,2021-07-17
ACC-001170,CUST-00992,Checking,Active,2021-12-28
ACC-001171,CUST-00993,Savings,Active,2022-09-08
ACC-001172,CUST-00993,Checking,Active,2022-12-17
ACC-001173,CUST-00994,Checking,Active,2020-10-15
ACC-001174,CUST-00995,Savings,Active,2021-01-24
ACC-001175,CUST-00996,Checking,Active,2022-10-02
ACC-001176,CUST-00997,Checking,Active,2022-01-20
ACC-001177,CUST-00998,Savings,Active,2022-11-01
ACC-001178,CUST-00998,Checking,Active,2021-07-01
ACC-001179,CUST-00999,Checking,Active,2021-06-09
ACC-001180,CUST-01000,Savings,Active,2021-10-09
